id,lat,lon,business_type,final_probability,base_business_score,sentiment_score,trends_demand_score,saturation_score,matched_sentiment_location,distance_to_sentiment_km
way/669758023,43.034228860502786,-89.4455499347774,bar,56.7,52.7,51.6,35.0,1.0,monroe street,3.58
node/5642484847,43.0749071,-89.3819968,coffee shop,56.6,33.3,75.0,26.2,0.0,capitol square,0.16
way/456695749,43.06623340255474,-89.41478794793663,coffee shop,56.6,58.5,50.0,26.2,1.0,camp randall,0.45
way/86579194,43.0542186082353,-89.50844628851435,restaurant,56.6,56.6,50.0,30.0,1.0,junction,1.09
way/43926492,43.05209980648997,-89.50251034738326,coffee shop,56.6,58.5,50.0,26.2,1.0,junction,1.46
way/43926492,43.05209980648997,-89.50251034738326,urgent care,56.5,58.5,50.0,25.1,1.0,west side,2.32
way/456695749,43.06623340255474,-89.41478794793663,hardware store,56.4,58.5,50.0,24.6,1.0,campus,1.17
node/11477165381,43.0640971,-89.4181216,coffee shop,56.4,57.8,50.0,26.2,1.0,camp randall,0.79
node/9898292787,43.0693148,-89.392177,restaurant,56.3,57.8,47.6,30.0,1.0,downtown,0.84
node/11074151817,43.09860369999999,-89.3487346,coffee shop,56.2,57.0,50.0,26.2,1.0,east washington,2.22
node/3245483866,43.05513059999999,-89.4999204,restaurant,56.2,54.8,50.0,30.0,0.7,junction,1.28
node/11477165381,43.0640971,-89.4181216,hardware store,56.2,57.8,50.0,24.6,1.0,campus,1.46
node/9427078625,43.03668480000002,-89.4151298,bar,56.2,50.8,51.6,35.0,1.0,monroe street,1.65
node/3240429353,43.0574313,-89.3989271,grocery store,56.1,47.2,60.0,25.0,0.7,monroe street,1.04
way/86579194,43.0542186082353,-89.50844628851435,coffee shop,56.1,56.6,50.0,26.2,1.0,junction,1.09
way/987655471,43.05749205759648,-89.42806675954046,grocery store,56.0,46.9,60.0,25.0,0.7,monroe street,1.84
way/86579194,43.0542186082353,-89.50844628851435,urgent care,56.0,56.6,50.0,25.1,1.0,west side,2.6
node/13270880290,43.0754897,-89.3856372,restaurant,56.0,37.5,66.7,30.0,0.0,capitol square,0.16
node/4420709485,43.0945861,-89.36413690000002,bakery,56.0,48.8,60.0,20.6,1.0,downtown,2.8
node/11074151817,43.09860369999999,-89.3487346,coffee shop,55.9,55.9,50.0,26.2,1.0,east washington,2.22
node/4925300456,43.0407409,-89.3953648,late night food,55.9,46.2,66.7,12.0,1.0,monroe street,1.47
way/62164927,43.052617940773146,-89.47592550158006,coffee shop,55.9,48.8,57.1,26.2,0.7,west side,1.42
node/4925300456,43.0407409,-89.3953648,grocery store,55.9,46.2,60.0,25.0,1.0,monroe street,1.47
way/669758023,43.034228860502786,-89.4455499347774,bar,55.8,49.3,51.6,35.0,1.0,monroe street,3.58
way/1135060521,43.12621310768891,-89.3042274176044,coffee shop,55.7,62.0,42.9,26.2,1.0,east side,6.07
way/347311465,43.08226448792176,-89.37960634321263,restaurant,55.7,36.4,66.7,30.0,0.3,capitol square,0.9
node/3245483866,43.05513059999999,-89.4999204,coffee shop,55.7,54.8,50.0,26.2,0.7,junction,1.28
node/1182271388,43.0748612,-89.3874147,restaurant,55.6,36.2,66.7,30.0,0.0,capitol square,0.29
node/11165568572,43.0922149,-89.3599731,bakery,55.6,47.5,60.0,20.6,0.7,downtown,2.81
node/9929920560,43.0531595,-89.4844202,pharmacy,55.6,55.0,50.0,25.3,1.0,west side,1.36
way/347311465,43.08226448792176,-89.37960634321263,restaurant,55.6,36.0,66.7,30.0,0.3,capitol square,0.9
way/1135060521,43.12621310768891,-89.3042274176044,restaurant,55.6,57.1,45.5,30.0,1.0,east side,6.07
node/9929920560,43.0531595,-89.4844202,urgent care,55.6,55.0,50.0,25.1,1.0,west side,1.36
node/3245483866,43.05513059999999,-89.4999204,urgent care,55.5,54.8,50.0,25.1,0.7,west side,1.96
node/956773581,43.0940178,-89.3414668,coffee shop,55.5,54.2,50.0,26.2,1.0,east washington,1.93
node/5029100532,43.0939931,-89.3411095,coffee shop,55.5,54.2,50.0,26.2,1.0,east washington,1.94
node/8505198887,43.07490049999999,-89.39072080000001,restaurant,55.5,35.6,66.7,30.0,0.0,capitol square,0.55
way/107454783,43.07093661462544,-89.4522959346128,urgent care,55.4,54.3,50.0,25.1,1.0,west side,2.35
way/107454783,43.07093661462544,-89.4522959346128,pharmacy,55.4,54.3,50.0,25.3,1.0,west side,2.35
way/86579194,43.0542186082353,-89.50844628851435,restaurant,55.3,51.5,50.0,30.0,1.0,junction,1.09
way/456695749,43.06623340255474,-89.41478794793663,coffee shop,55.3,53.4,50.0,26.2,1.0,camp randall,0.45
way/107454783,43.07093661462544,-89.4522959346128,coffee shop,55.3,46.4,57.1,26.2,1.0,west side,2.35
node/956773894,43.0972453,-89.3152071,restaurant,55.3,55.9,45.5,30.0,1.0,east side,2.75
node/5029100532,43.0939931,-89.3411095,coffee shop,55.2,53.1,50.0,26.2,1.0,east washington,1.94
way/62164927,43.052617940773146,-89.47592550158006,restaurant,55.2,38.8,62.5,30.0,0.7,west side,1.42
node/9898292787,43.0693148,-89.392177,daycare,55.2,57.8,50.0,16.3,1.0,downtown,0.84
node/956773581,43.0940178,-89.3414668,coffee shop,55.2,53.1,50.0,26.2,1.0,east washington,1.93
way/456695749,43.06623340255474,-89.41478794793663,hardware store,55.1,53.4,50.0,24.6,1.0,campus,1.17
node/11477165381,43.0640971,-89.4181216,coffee shop,55.1,52.7,50.0,26.2,1.0,camp randall,0.79
node/5661434236,43.0752286,-89.3903163,restaurant,55.1,34.0,66.7,30.0,0.0,capitol square,0.52
node/9929920560,43.0531595,-89.4844202,coffee shop,55.0,45.0,57.1,26.2,1.0,west side,1.36
node/4471944660,43.1086945,-89.3176002,coworking space,55.0,45.9,66.7,5.9,1.0,east side,3.88
way/105672012,43.1273028782192,-89.29562357000532,coworking space,55.0,45.9,66.7,5.9,0.7,east side,6.45
node/13270880290,43.0754897,-89.3856372,bakery,55.0,45.1,60.0,20.6,0.0,downtown,0.21
node/7259543422,43.074288,-89.390416,restaurant,55.0,52.7,47.6,30.0,0.0,downtown,0.52
node/5642484847,43.0749071,-89.3819968,restaurant,54.9,33.3,66.7,30.0,0.0,capitol square,0.16
node/11477165381,43.0640971,-89.4181216,hardware store,54.9,52.7,50.0,24.6,1.0,campus,1.46
node/7324078516,43.0750199,-89.3899089,restaurant,54.9,33.4,66.7,30.0,0.0,capitol square,0.49
way/1134399617,43.0719294018631,-89.45223628239545,coffee shop,54.9,44.7,57.1,26.2,0.7,west side,2.38
way/86579194,43.0542186082353,-89.50844628851435,coffee shop,54.8,51.5,50.0,26.2,1.0,junction,1.09
way/103183617,43.0733723384285,-89.38325501338285,bakery,54.7,43.9,60.0,20.6,0.0,downtown,0.09
node/2522752354,43.0746727,-89.3903719,restaurant,54.7,51.8,47.6,30.0,0.0,downtown,0.52
node/6340379852,43.0749307,-89.39238,restaurant,54.7,51.5,47.6,30.0,0.0,downtown,0.69
node/7216954213,43.0747156,-89.39210400000002,restaurant,54.7,51.8,47.6,30.0,0.0,downtown,0.66
way/457429394,43.067593640730266,-89.40616022507491,coffee shop,54.7,51.0,50.0,26.2,0.7,camp randall,0.6
way/86579194,43.0542186082353,-89.50844628851435,urgent care,54.7,51.5,50.0,25.1,1.0,west side,2.6
way/987655471,43.05749205759648,-89.42806675954046,coworking space,54.6,60.8,50.0,5.9,0.7,monroe street,1.84
way/37308634,43.074806106649646,-89.4441008496207,pharmacy,54.6,51.0,50.0,25.3,0.7,west side,3.11
way/37308634,43.074806106649646,-89.4441008496207,hardware store,54.5,51.0,50.0,24.6,0.7,campus,2.57
way/43926492,43.05209980648997,-89.50251034738326,restaurant,54.5,48.4,50.0,30.0,1.0,junction,1.46
node/4471944660,43.1086945,-89.3176002,restaurant,54.4,52.7,45.5,30.0,1.0,east side,3.88
node/956773894,43.0972453,-89.3152071,restaurant,54.4,52.7,45.5,30.0,1.0,east side,2.75
way/1135060521,43.12621310768891,-89.3042274176044,coffee shop,54.4,57.1,42.9,26.2,1.0,east side,6.07
node/11165568572,43.0922149,-89.3599731,bakery,54.4,42.8,60.0,20.6,0.7,downtown,2.81
way/433662536,43.06239599285799,-89.40046167839698,restaurant,54.3,57.8,39.7,30.0,1.0,general madison,1.19
node/2296195347,43.06918499999999,-89.3923898,restaurant,54.2,57.5,39.7,30.0,1.0,general madison,0.84
node/956773894,43.0972453,-89.3152071,coffee shop,54.1,55.9,42.9,26.2,1.0,east side,2.75
way/43926492,43.05209980648997,-89.50251034738326,coffee shop,54.0,48.4,50.0,26.2,1.0,junction,1.46
way/62164927,43.052617940773146,-89.47592550158006,pharmacy,54.0,48.8,50.0,25.3,0.7,west side,1.42
node/5642484847,43.0749071,-89.3819968,bakery,54.0,41.3,60.0,20.6,0.0,downtown,0.19
way/62164927,43.052617940773146,-89.47592550158006,urgent care,53.9,48.8,50.0,25.1,0.7,west side,1.42
way/43926492,43.05209980648997,-89.50251034738326,urgent care,53.9,48.4,50.0,25.1,1.0,west side,2.32
node/7259543422,43.074288,-89.390416,daycare,53.8,52.7,50.0,16.3,0.0,downtown,0.52
way/105672012,43.1273028782192,-89.29562357000532,coworking space,53.8,41.1,66.7,5.9,0.7,east side,6.45
node/2522752354,43.0746727,-89.3903719,daycare,53.6,51.8,50.0,16.3,0.0,downtown,0.52
node/7216954213,43.0747156,-89.39210400000002,daycare,53.6,51.8,50.0,16.3,0.0,downtown,0.66
node/8505198887,43.07490049999999,-89.39072080000001,daycare,53.6,51.8,50.0,16.3,0.0,downtown,0.55
node/3245483866,43.05513059999999,-89.4999204,restaurant,53.5,44.8,50.0,30.0,0.7,junction,1.28
way/433662536,43.06239599285799,-89.40046167839698,coffee shop,53.5,57.8,38.8,26.2,1.0,general madison,1.19
node/6340379852,43.0749307,-89.39238,daycare,53.5,51.5,50.0,16.3,0.0,downtown,0.69
node/9898292787,43.0693148,-89.392177,convenience store,53.4,57.8,50.0,2.5,1.0,downtown,0.84
way/107454783,43.07093661462544,-89.4522959346128,pharmacy,53.4,46.4,50.0,25.3,1.0,west side,2.35
way/987655471,43.05749205759648,-89.42806675954046,hardware store,53.4,46.9,50.0,24.6,0.7,campus,2.47
way/62164927,43.052617940773146,-89.47592550158006,coffee shop,53.3,38.8,57.1,26.2,0.7,west side,1.42
way/457429394,43.067593640730266,-89.40616022507491,coffee shop,53.3,45.9,50.0,26.2,0.7,camp randall,0.6
node/956773894,43.0972453,-89.3152071,coffee shop,53.3,52.7,42.9,26.2,1.0,east side,2.75
node/4471944660,43.1086945,-89.3176002,coffee shop,53.3,52.7,42.9,26.2,1.0,east side,3.88
way/43926492,43.05209980648997,-89.50251034738326,bakery,53.3,58.5,40.0,20.6,1.0,west side,2.32
node/9898292787,43.0693148,-89.392177,bar,53.3,57.8,33.3,35.0,1.0,isthmus,0.66
way/107454783,43.07093661462544,-89.4522959346128,urgent care,53.3,46.4,50.0,25.1,1.0,west side,2.35
node/5661434236,43.0752286,-89.3903163,daycare,53.2,50.2,50.0,16.3,0.0,downtown,0.53
node/2296195347,43.06918499999999,-89.3923898,bar,53.2,57.5,33.3,35.0,1.0,isthmus,0.68
node/3245483866,43.05513059999999,-89.4999204,coffee shop,53.1,44.8,50.0,26.2,0.7,junction,1.28
node/7324078516,43.0750199,-89.3899089,daycare,53.0,49.6,50.0,16.3,0.0,downtown,0.49
node/4925300456,43.0407409,-89.3953648,coworking space,53.0,54.7,50.0,5.9,1.0,monroe street,1.47
